id,title,score,popularity,genres,tags,main_char,description
139341,Justice for the Villainess,60,2347,Drama|Fantasy|Romance,Revenge:100|Body Swapping:79|Magic:79|Assassins:79|Female Protagonist:79|Anti-Hero:79|Full Color:73|Villainess:70|Heterosexual:70|Crime:60,Ruslanid Serce-Yfenia,"I won't rest until they're dead.
  
Charlotte has no qualms about murder if it means her beloved Prince Albert can ascend to the throne. But when he accuses her of treason and leaves her to rot in prison, she learns that loyalty is no virtue. 5 years later, Count Kaitel appears before her with a request: “Won’t you kill the emperor?”
  
(Source: Manta)"
189667,The Civil Servant of the Sword Returns,65,2344,Action|Fantasy,Male Protagonist:79|Full Color:20|Long Strip:20,,"The nation's buzzing about Ahn Su-Ho, the newly awakened player who's giving up a life of riches to become a civil servant. They don't realize that Su-Ho's been a civil servant before... in his past life before he was killed by his own team! Now, Su-Ho's out to save the country from the worst of its criminal scum by gaining the strength to stop them before they can strike. Can Su-Ho power up and protect the nation, even if it means starting over completely? Or will justice be thwarted once more?  (Source: Tapas)"
131411,Liveta,65,2339,Romance|Thriller,Boys' Love:92|Crime:80|Male Protagonist:80|Primarily Male Cast:79|Espionage:79|Primarily Adult Cast:79|Full Color:73|Gore:70|Tragedy:60|Nudity:60|Age Gap:60|Nakadashi:60|Voyeur:40|Threesome:20|Public Sex:20|Rimjob:20|Deepthroat:20|Fellatio:20|Sex Toys:20|Facial:20,Victor Luna,"Luna and Formicarium are rival factions plotting to seize a territory called Liveta. The Luna family have the upper hand in the area, and thus Victor Luna, notorious for his killing sprees, resides there as de facto ruler. Enter Yohan, a bumbling puppy-dog type who has become a Formicarium spy out of dire circumstances. When Yohan meets Victor under the guise of being his guard, he is expecting sharp edges and a fiery temper... But the first thing Victor wants to confirm about Yohan isn’t his trustworthiness, but the size of what’s in his pants.
  
(Source: Lezhin US)"
130717,Geupsigappa,62,2339,Action|Comedy|Supernatural,Delinquents:79|Male Protagonist:73|Full Color:60,Jae-Han Kim,"The story of Kim JaeHan starts now! A dad who only has eyes for his daughter faces a sudden death. His mission is now to protect his daughter DaHyun from the 12 bullies by using his powerful character from webtoon drawing when he was once alive! As a dad, he’ll never let his daughter get bullied. If he sees this?… he won’t let those bullies alone. Whoever touches my daughter, you’re fucked."
168400,The Heir of Mythological Heroes,60,2333,Action|Fantasy,Full Color:20|Male Protagonist:20|Long Strip:20,,"Despite coming first in his exams at Raider Academy, Han Jung-Min lacked the talent to fulfill his dream of becoming a dungeon raider. Crestfallen, he takes a break from school and writes a novel about dungeon raiders instead. But once Jung-Min finishes, his story becomes a reality with new dungeons and monsters swarming in his home. Luckily for him, he has been granted a unique class and skills no one has ever heard of. Now, will Jung-Min finally become the raider he's always longed to be?
  
(Source: Tapas, edited)"
150832,Dear Nemesis,68,2333,Drama|Fantasy|Romance,Royal Affairs:79|Age Regression:79|Female Protagonist:50|Full Color:20|Heterosexual:20|Politics:20|Ojou-sama:20|Time Manipulation:20|Twins:20|Long Strip:20,Calmia Phlox,"Calmia Phlox is given a second chance at life, but this time, she must compete against her beloved twin brother to gain back her coveted status and title as Countess Phlox. What’s more, her nemesis wants to... marry her?! Striking a deal with her former archenemy, Rudbeckia, while struggling between her ambitions and her fondness for her brother, will Calmia reclaim what is hers?    
(Source: WEBTOONS)

Note:  chapter count includes 5 side-stories."
154463,Can't Think Straight,66,2322,Comedy|Drama|Romance,Boys' Love:84|Full Color:80|Male Protagonist:80|Cohabitation:79|College:73|Primarily Adult Cast:73|Anal Sex:72|Tsundere:66|Bisexual:66|LGBTQ+ Themes:65|Slapstick:60|Nudity:60|Nakadashi:50|Facial:40|Rimjob:40|Fellatio:30|Deepthroat:30|Sex Toys:30,,"Han Garam’s roomate is rude, inconsiderate, and…okay, totally his type. But after overhearing him talking about how much he hates gay people, Garam knows he needs to seek revenge, and what better way than by getting off to gay porn in the other man’s bed! It would have been the perfect plan, if only he hadn’t been caught in the act by the raging homophobe himself, Yoon Jaehyuk. Jaehyuk is disgusted by what he sees but, with the RA refusing to let him switch, he has no choice but to try and force Garam to move out himself. An achievable goal, it seems, until one unexpected night of passion throws Jaehyuk’s world into disarray. Sure, he definitely still wants Garam to leave, but…why can’t he stop thinking about it?!
  
(Source: Lezhin US)"
123557,After the Curtain Call,77,2322,Romance,Yuri:85|Acting:80|Full Color:76|Love Triangle:53|Primarily Adult Cast:20|Female Protagonist:20|Long Strip:20,So-Yeong Park,"Soyoung is devastated when her favorite musical actor is swallowed up by the world of TV. Just after she quits supporting him, she discovers charismatic actress Jaeyi in a theater performance of ""Macbeth"" and becomes a fan at first sight. By meeting Jaeyi after her shows and even doing her a favor, Soyoung goes from a mere fan to her good friend. But when Jaeyi has to work with celebrity actress Hyesun, who she has a troubled past with, it unexpectedly sours their friendship. All Soyoung wanted was to support her favorite actress... so why does this new development bother her so much?
  
(Source: Tappytoon)"
171723,Return of the King of Hell,59,2318,Action|Adventure|Fantasy,Full Color:20|Male Protagonist:20|Long Strip:20,,"Yama, the King of Hell, chooses retirement in search of happiness, but his reincarnation is put on hold when his successor, Harry, abandons his post to pursue a mysterious goal on the human plane. With the aid of the undertakers, humans who can draw forth the power of the Underworld, Yama attempts to quell the chaos and return everything to its rightful place. Will Yama tread the cycle of rebirth without faltering, or will the echoes of his past haunt his journey? One thing’s for sure -- there will be hell to pay.  (Source: WEBTOON)"
131040,The King and the Paladin,61,2317,Drama|Romance,Full Color:60|Revenge:60|Heterosexual:60|Femdom:60|Ojou-sama:40|Female Protagonist:40|Marriage:40|Villainess:40|Drugs:30|Estranged Family:30,Calliope Alpensiad,"Ezekiel is a gentle and noble paladin who commands the Order of Silver Knights in Panroem City. But when the new ruthless tyrant of Alfensiad, King Calliope, orders him to join Duke Heilich's family as his successor, he has no choice but to comply in order to save his powerless city-state. Little does he know that what he thought was a diplomatic mission would lead him into a forced marriage with ""The Bloody Calliope"" herself! It's even more of a shock when Ezekiel discovers that Calliope is actually someone he knew in the past... and with the grudge she holds against him, it looks like he's in for a tense marriage. Can the unlikely couple clear up the misunderstandings between them and make something of their relationship, despite its rocky beginnings?
  
(Source: Tappytoon)
  
 Note: The original version was completed with 31 chapters. On October 15, 2022 an expanded R19 version was released with a total of 37 chapters"
126097,Romance In Reverse,61,2315,Drama|Fantasy|Romance,Long Strip:79|Royal Affairs:79|Female Protagonist:73|Full Color:40|Family Life:20|Bullying:20|Rehabilitation:20,,"Lady Carinne is in danger of being sold off in a political marriage, but the arrangement falls through when she spends a night with a mysterious stranger, willingly conceiving his child. Her spiteful father locks her away as punishment for years, until one day - another suitor steps forward, offering to marry Carinne and take her child in. When she arrives at his castle, however, she realizes he is someone she has met before…
  
(Source: Lezhin US)"
194180,The Sword-Bearing Flower,73,2313,Drama|Fantasy|Romance,Full Color:79|Long Strip:79|Female Protagonist:79|Time Manipulation:79|Royal Affairs:79|Swordplay:20|Magic:20|Curses:20|School:20,Echinacea Rose,"Echineacea Roaz is graceful, beautiful, and impeccably dressed, even on the dueling grounds. Yet beneath the lace gloves and silk hats is a deadly swordsman with a dark secret. As the Demon of the Cursed Sword, she once slaughtered all she loved, including Captain Eurien, the one man who believed in her. Granted one chance to rewrite fate, she turns back time and joins the knighthood to protect those she once failed. Can this elegant swordsman bloom anew, or will she cut everything down again? 
 
(Source: Tapas)"
133027,HUNTING MOMS,62,2312,Drama|Hentai|Romance,Netorare:79|MILF:79|Netori:79|Blackmail:79|Inseki:79|Age Gap:79|Revenge:66|Female Harem:60|Threesome:33|Full Color:20|Nakadashi:20|Nudity:20|Fellatio:20|Handjob:20|Virginity:20|Facial:20|Cunnilingus:20|Heterosexual:20|Public Sex:20|Boobjob:20|Bondage:20|Ahegao:20|Love Triangle:20|Long Strip:20,Sang-Hyeon,"Teachers shouldn't touch their students. But what about their moms? Well for one teacher, he learns a foolproof way to bang any woman he wants. Will he use this power for good or evil?  (Source: TOPTOON+)  
 Note: Includes 11 extra chapters."
184476,"Darling, Why Can't We Divorce?",69,2310,Fantasy|Romance,Heterosexual:60|Full Color:60|Marriage:20,,"After waking up in the middle of the woods, on a rainy night, and in the body of a novel's villainess, Ophelia Lizen just wants one thing... a divorce! But she is married to Duke Sylvester Lizen, who genuinely seems fond of her and lets her do anything her heart desires — even if that's stalking the crown prince. Wanting to shed her wicked ways, Ophelia tries to turn over a new leaf, but how can she when Sylvester's one divorce condition is for her to seduce the crown prince who despises her?  (Source: Tapas)"
177523,My Second Life is a Healing Life?,65,2306,Fantasy,Magic:79|Reincarnation:79|Isekai:79|Male Protagonist:79,,"Eugene Pellivia, the youngest son of a legendary warrior family, is on the brink of death—until he’s visited by Pellin, the fabled Mage of Creation, and given a second chance at life. Determined to follow in the footsteps of the one who saved him, Eugene sets out to become a great mage and use his powers for good. But fate has other plans, and before long, he's drawn into the shadows of a darker world...  (Source: WEBTOON)"
170406,The Lady of the Devil,68,2300,Drama|Fantasy|Romance,Revenge:60|Reincarnation:60|Demons:50|Full Color:20|Female Protagonist:20|Love Triangle:20,,"Would you make a deal with the devil to get a second chance at life? After her family was framed and executed, Ayana spent the last 13 years desperately trying to exact revenge, only to lose her life at the hands of her nemesis. But just before death’s door, a ""loyal knight"" appears with a strange proposition. Is he truly her knight or is she truly alone? Will Ayana be able to save her family from doom and finally get her revenge, or is she dancing to the devil’s tune?
  
(Source: Tapas)"
138570,TACIT,68,2300,Action|Adventure|Drama|Sci-Fi,Zombie:90|Full Color:79|Dystopian:79|Cyberpunk:79|Urban:79|Primarily Adult Cast:60,Ruby,"In the near future, the world is a desolate place occupied by the undead. Strange crystals emit a deadly zombie virus as the last remnants of humanity struggle to avoid infection and survive. Despite all this, life is relatively peaceful for young Ruby, who lives in the Amina Safe Zone with her father and a small band of other survivors. All of this changes when Ruby encounters Arvan, a white-haired young man with pale skin and no heartbeat. This meeting sets off a series of events that force Ruby and her father to embark on a journey to discover the truth.  
 
(Source: WEBTOON)"
138096,Why Ophelia Couldn't Leave,57,2299,Drama|Mystery|Romance|Thriller,Inseki:79|Yandere:79|Anti-Hero:79|Crime:79|Heterosexual:79|Full Color:60|Female Protagonist:60|Magic:60|Primarily Adult Cast:60|Time Skip:60|Villainess:60|Maids:60|Revenge:60|Foreign:60|Tragedy:55|Historical:40|Family Life:40|Detective:30,,"When her mother remarries into the Arpad dukedom, Ophelia finds herself uprooted into the Arpad nobility. However, due to a tragic carriage accident, Ophelia's mother and stepfather suddenly lose their lives. Alexander, her stepbrother, urges her to stay in the Arpad household for the next three years.   

One day, Ophelia hears devastating news from an investigator that changes everything.   

""The deaths of the Duke and Duchess of Arpad that took place this very day, three years ago... were not accidental deaths, but murders.""  

(Source: POCKET COMICS)"
176071,Baby Prisoner of the Winter Castle,69,2298,Fantasy|Romance,Female Protagonist:79|Magic:79|Royal Affairs:60|Heterosexual:40|Full Color:30|Historical:20|Tsundere:20,,"The last survivor of the Grezekaiah royal family is biding her time as a prisoner waiting to die… too bad everyone finds her absolutely adorable. When Clarisse became the youngest prisoner of Duke Maximilian Sheridan, she never expected her captors to be the family she’d always wished for. With an execution date set for her eighteenth birthday, will her emerging powers, bubbly personality, and cute face save her from her fate?
  
(Source: Tapas)"
140767,Opposites Attract,69,2298,Drama|Romance|Slice of Life,Boys' Love:80|Male Protagonist:75|Full Color:70|Primarily Male Cast:60|Nudity:53|College:46|Anal Sex:46|Fellatio:33|Watersports:20|Public Sex:20|Rimjob:20|Bisexual:20|Virginity:20|Nakadashi:20|Disability:20,Eun-Tak Kwon,"Can you fall in love with someone who is not your type? Especially the type you hate the most? Euntak, who has always dated small, pretty girls, falls in love at first sight with big, muscular Dojae. Apparently, Dojae figures it out from how Euntak is always making excuses to see him because he throws Euntak an unexpected offer: “Do you want to sleep with me? You like me.” It’s rude as hell, but Euntak can’t resist it. Will this careless affair evolve into a real relationship?  

(Source: Lezhin US)"
144448,The RUNWAY,65,2293,Romance,Female Protagonist:75|Heterosexual:73|Full Color:73|Marriage:50|Work:20|Primarily Adult Cast:20,Hyeon-Min Sin,"My one-night stand from Paris is my new boss?! Ji-An, an editor of the fashion magazine The Runway, impulsively leaves to Paris after finding out about her ex-fiance’s affair. She meets a mysterious, handsome, and somewhat cynical guy who helped her from pickpockets in Paris, and ends up having a one-night stand with him. 3 months later, she meets him again-at her office, as an elite new chief editor from France! 
 
(Source: WEBTOONS, edited)"
165900,Sangwi 0.001% Ranker-ui Gwihwan,59,2292,Action|Fantasy,Full Color:20|Male Protagonist:20|Long Strip:20,,"One day, the dungeon apocalypse game, Dream Side, turned to reality. Having just completed university, I was stuck inside the elevator while delivering packages when a blue screen appeared before me, along with a monster! As I used to be the number 1 ranker of that game, I destroyed the extremely difficult tutorial and continued playing the game like an elite player…
  
(Source: Naver, translated)"
124002,"Love Me, Doctor!",71,2289,Romance,Boys' Love:80|Work:79|College:70|Full Color:60|Anal Sex:60|Masturbation:60|Medicine:60|Age Gap:53|Facial:40|Fellatio:40|Handjob:40|Rimjob:20|Sex Toys:20|Threesome:20|Nudity:20|Group Sex:20|Time Skip:20|Bondage:20|Bisexual:10,,"Hyuk is a happy-go-lucky college student who’s dating the girl of his dreams. But there’s one issue: when it’s showtime in the bedroom, he gets massive performance anxiety. Desperate to keep his girlfriend, Hyuk works up the courage to go see a urologist. He prepares for the worst, but his first prostate exam actually feels…amazing?! Thanks to one smooth Dr. Han and his masterful hands, Hyuk is now on the path to recovery through regular massage sessions! How lucky of him to have found such an attentive doctor, one who’ll even take him out for drinks to listen to his woes. But as the treatments unfold, Dr. Han has a way of slipping into Hyuk’s mind, not just his bum… 
  
(Source: Lezhin US)  
 Note: Includes five extras."
171415,Zig the Blacksmith,60,2288,Action|Adventure|Fantasy,Video Games:79|Virtual World:79|Male Protagonist:20|Full Color:20,,"Having lost his ranked account to a hacker, Kang Yoohan wants to get even. Assuming his lost equipment was sold, he’s hoping that as blacksmith Zig, it will come back to him through repairs and lead him to the hacker. After breaking many swords, however, he finds this is no walk in the park. Thankfully, he’s able to see cracks in the equipment and enemies that show their vital points to make or break them! Armed with these skills, Zig is looking to get things shaking, or rather, smithing!
  
(Source: Tapas)"
144494,She's working out,65,2288,Drama|Hentai|Romance,Full Color:80|Male Protagonist:79|Love Triangle:79|Polyamorous:79|Female Harem:75|Heterosexual:73|Nudity:66|Defloration:60|Large Breasts:50|Threesome:40|Age Gap:30|Fellatio:20|Rape:20|Nakadashi:20|Boobjob:20|Anal Sex:20|Handjob:20|Deepthroat:20|Cunnilingus:20|Squirting:20|Shimaidon:20,Nam-Seok Park,"Nam-Seok came back home after 10 years to run the family dojo. His life turned upside down when he heard that his childhood friend, Jeong-Bin, was actually a girl.  
 ""I didn't know Kendo could be this lewd!"" 
  
(Source: TOPTOON+, edited)"
144318,Marriage and Sword,63,2286,Drama|Fantasy|Romance,Female Protagonist:60|Full Color:60|Heterosexual:20|Isekai:20|Crossdressing:20,,"After my family fell on hard times, I, Hergenes Targael, disguised myself as a male mercenary named Herge to make money. Along the way, I rescued and met Shaun Kyroxus, a formidable ally who I abruptly left when I was needed back home. Sometime later, I am now part of an arranged marriage with none other than... Shaun?! He’s dying to see Herge again, and it’s only a matter of time before he finds out! I'm not sure if this marriage will work out, and what do I do when he finds out?!
  
(Source: Tapas)"
145344,December,71,2283,Romance,Omegaverse:80|Boys' Love:79|Full Color:60|Male Protagonist:60|Masturbation:20|Nudity:20|College:20|Primarily Male Cast:20|Group Sex:20|Anal Sex:20|Handjob:20|Gore:20|Virginity:20,,"One frigid December dawn, Song Yeon-woo meets an injured runaway alpha; inexplicably drawn toward his woodsy scent, he is compelled to help the young man. Despite his aversion to alphas due to trauma in his past, Yeon-woo somehow feels safe and welcomed in his presence. The two part in the moonlight, never to see one another again...but fate has other plans. Two years later, Yeon-woo has finally returned to the city to begin anew—still wary of alphas around him, he has built barriers in nearly every aspect of his life to keep himself safe. But when that a familiar scent begins to pierce through his boundaries, Yeon-woo is unable to stop himself from following them in pursuit of something thrilling...
  
(Source: Lezhin US)"
97869,Who Invited You?,73,2282,Drama|Romance,Foreign:79|Language Barrier:79|Office Lady:79|Male Protagonist:75|College:73|Work:73|Heterosexual:73|Coming of Age:70|Female Protagonist:70|Primarily Adult Cast:66|Full Color:60|Food:60,,"Jade is told that her childhood friend from China is going to stay at her house. Yet, the grown man who arrives at her door is no longer the sweet boy from her distant memories, rather far from it. As she struggles to re-adjust to their new life together, will she rediscover her childhood crush or simply kick him to the curb?  (Source: SpotToon)"
170402,Trapped in a Game That Flopped,67,2281,Comedy|Drama|Fantasy|Romance,Death Game:79|Female Protagonist:79|Video Games:79|Virtual World:79|Body Swapping:70|Full Color:60|Anthropomorphism:20|Anti-Hero:20|Elf:20,Shari Azrael,"Apothecary Shari Azrael's life turns upside down when she suddenly realizes she's actually an administrator trapped in the RPG game ""Save the Earth."" Her only shot at returning to reality before her real body expires is to finish the game... which could've been possible were it not for the fact that ""Save the Earth"" is notoriously difficult in every single way! Can Shari successfully manage to use the perks of knowing the plot and gameplay to reach the ending before her time runs out?  
 
(Source: Tapas)"
166769,I Have to Sleep with a Stranger?,72,2280,Drama|Hentai|Romance|Supernatural,Long Strip:60|Full Color:20|Nudity:20|Male Protagonist:20|Virginity:20|Defloration:20|Gods:20|Deepthroat:20|Large Breasts:20|Ahegao:20|Incest:20,Do-Hyun Nam,"Do-Hyun Nam, a college student, gets put in a snowy white space with a stranger. Then a beautiful goddess appears with a mirror filled with screaming people. Still confused, the two hear shocking words from the goddess.  
 ""Only you can save these people. Please have sex now!""   (Source: DAYcomics)"
187169,Black Haze,63,2279,Action|Fantasy,Magic:75|Long Strip:60|Male Protagonist:50|School:46|Full Color:46|Amnesia:20,Dio Varus,"Long ago, a ""door"" connecting to another world opened, and those who gained special abilities along with a ""mark"" began to be called ""wizards."" After the incident of ""that day,"" Ophion's first-class wizard ""Blow"" became very famous. One day, he receives a very special request. It is to protect the second son of the Artian Duke family, who is being called a ""monster"" and suffering at the ""Magic School Helios""! Thus, Blow enters Helios as a student under the name ""Rood Krisch"" while hiding his identity... Will Blow be able to successfully complete the request amidst the whirlwind of unexpected events?  (Source: KakaoPage, translated)"
33520,Totally Captivated,70,2279,Action|Comedy|Drama,Rape:85|Boys' Love:83|Amnesia:79|Gangs:79|Yandere:79|Mafia:60|Tsundere:50|Love Triangle:46|College:40|Male Protagonist:40|Primarily Adult Cast:40|Primarily Male Cast:40|Fellatio:20,Ewon Jung,"The mafia threatens Ewon into working for a loan shark, where he's forced to run dangerous errands for no pay. The culprit who doomed Ewon to this life is none other than Jiho, Ewon's jealous ex who still burns at Ewon's infidelity. Their gang leader Mookyul, with movie-star good looks and the bizarre, drunken habit of biting people on the neck, takes a keen interest in his attractive new errand boy. Will Ewon be able to survive the violent underworld (not to mention the constant sexual harassment) he must endure as an underling of Mookyul? This funny, hip title by Hajin Yoo will thrill and amuse fans with plenty of intense shonen-ai action.  
(Source: Netcomics)"
131616,I Was the Male Lead's Ex,58,2278,Fantasy|Romance,Female Protagonist:60|Male Harem:60|Full Color:46|Reincarnation:20|Villainess:20|Historical:20|Gender Bending:20|Crossdressing:20|Love Triangle:20,,"The original Erica was written as the pitiful ex of the novel’s male lead, Reo. Now that I’m her, I refuse that pathetic side role, and I’ll cast him aside first! But then again… the way he looks at me, with those gentle eyes… No! I must stay strong. All the male leads fall for Juliana anyway. I can’t compete with her (she’s the protagonist!), but it feels like these men are throwing me into the ring! Should I let the plot run its course or save a few broken hearts and give my destiny a rewrite? 
 
(Source: Tapas) 
 
 Note: Chapter count includes 15 side story chapters."
168334,I Adopted a Villainous Dad,64,2277,Fantasy|Romance,Reincarnation:79|Female Protagonist:79|Isekai:60|Historical:60|Age Regression:50|Full Color:20|Heterosexual:20,,"One day, a girl awakens as 6-year-old St. Priscilla, the heroine of her most cherished novel. The catch? She is destined to suffer with an abusive adoptive family! To avoid this, she adopts her ultimate bias, the ruthless Emperor Melkiades, as her father instead. Although spending her days fangirling and redeeming her bias's tarnished name seems like a dream come true, with so many foes still lurking in the shadows, can this young saint protect Melkiades and find happiness for them both?
  
(Source: Tapas)"
134064,Jangssisega Howimusa,66,2276,Action|Drama,Full Color:79|Male Protagonist:73|Swordplay:60,Won-Tae Jang,"""You called me.""   
A master, also a recluse. He became a warrior escort.  
A historical martial arts drama based on a web novel!  (Source: Naver, translated)"
150076,The Grand Duchess of the North Was Secretly a Villainess,58,2275,Drama|Fantasy|Romance,Villainess:79|Female Protagonist:73|Yandere:66|Full Color:60|Isekai:60|Magic:60|Swordplay:60|Foreign:20|Teacher:20|Heterosexual:20|Age Gap:20|Reincarnation:20,,"Eloise Wayana, the grand duchess of the North, is executed by Emperor Caien Helisis after it is revealed that she was secretly a villainess all along. This marks the end of season two of the latest trending web novel, “The Crown of Blood.” As one of its avid readers, Kim Dakyung is eagerly waiting for the next season when she is suddenly hit by a truck on her way home! But once she reawakens, she finds that she is in the body of the grand duchess herself and has been teleported back to the novel’s beginning. Already knowing what road Eloise will go down, Dakyung is desperate to change her fate and survive until season three. Lucky for her, a younger version of Caien falls right into her hands, and she is going to do whatever it takes to keep him on her side.
  
(Source: Tappytoon)"
159504,The Desire App,68,2270,Drama|Hentai|Romance|Supernatural,Male Protagonist:100|Female Harem:100|Nudity:83|Full Color:80|Fellatio:80|Heterosexual:79|Defloration:79|Netori:79|Sadism:79|MILF:79|Ahegao:79|Handjob:79|Threesome:79|Nakadashi:75|Virginity:70|Revenge:60|Large Breasts:60|Cunnilingus:40|Rimjob:40,Yun-Ho Song,"YUN-HO starts studying to get a government job after failing to get into college. One day, he has a strange dream and now he can see people's status! [Mission: Punish A Woman] He decides to use his new powers to get revenge on women who's been rude to him...  (Source: TOPTOON+)"
148393,Mistress,60,2270,Action|Drama|Hentai|Romance,Male Protagonist:84|Full Color:80|Historical:79|Nudity:79|Heterosexual:79|Rural:79|Slavery:79|Love Triangle:79|Defloration:60|Virginity:60|Time Skip:40|Voyeur:40|Cunnilingus:30|Masturbation:30|Fellatio:20|Nakadashi:20|Netorare:20|Netorase:10,,"Sold to the Gwak household as a young boy, Dol-swae grows from being a shy boy to a handsome, sturdy man. He’s not the only one who grew up to be attractive, though. Lady So-hee, who he serves, and Yeo-reum, a fellow servant in the Gwak household, are now gorgeous women. The playful relationships they had together as children are now full of heated tension as they orbit each other. Something much steamier than love is in the air….  (Source: Lezhin X)"
97412,Shall We Have Dinner Tonight?,73,2270,Drama|Romance|Slice of Life,Primarily Adult Cast:79|Foreign:79|Food:77|Full Color:60|Heterosexual:50|Long Strip:20|Urban:20,,"Do-hee Woo and Hae-Gyung Kim are both young and single, each with a history of broken relationships in their past. They meet one day while trying to dine alone at the same restaurant and they soon become friends who eat together every week. But with each meal, their friendship grows deeper as they help each other heal from the heartbreak they have suffered and soon they must redefine what they mean to each other.
  
(Source: Spottoon)"
85268,Lessa,69,2269,Action|Drama|Supernatural,Full Color:79|Cult:79|Post-Apocalyptic:79|Demons:75|Male Protagonist:66|Gods:60|Fugitive:60|Guns:40|Time Skip:40|Religion:20|Necromancy:20,Raynold Berger,"A story about a demon hunter named Rano who is trying to find his sister. Along the way he finds a person who has the same teeth structures as demons yet is not affected by sunlight. This person, Lessa, seems to remember who Rano is, but Rano does not remember who he is. Rano only dreams of this person; what are the connections between these two?
  
 Note: Contains two prologues are two epilogue chapters."
189739,Musinui Hugyejaga Doeeossda,62,2268,Action|Fantasy,Full Color:20|Long Strip:20|Male Protagonist:20,,"One day, I suddenly became the protagonist of a game. However, the more you look at this protagonist... the more you'll sigh. He's got the worst stats, the worst talent and zero connections. But still… You have acquired [Heavenly Martial Physique]. You have become the master of the [Martial God's Tome].  
 “So what? I’m the ultimate veteran player!”   
He's not just a veteran player— he’s a full-blown obsessive maniac. Thus begins the legendary playthrough of a hardcore veteran!  (Source: KakaoPage, translated)"
126828,Hardcore Vanilla,66,2265,Drama|Hentai|Romance,Femdom:95|Bondage:92|Full Color:80|Heterosexual:80|Masochism:79|Sex Toys:79|Primarily Adult Cast:70|Nudity:66|College:60|Anal Sex:60|Sadism:40|Yuri:20|Rape:20|Masturbation:20|Cunnilingus:20|Virginity:20|Ashikoki:20|Handjob:20|Asphyxiation:20,,"“Tie me up and punish me. I want to be your dog…” 
  
Chanhee has a major crush on Eunjo, the campus goddess. Tired of waiting around, he decides to join her in her secret fetishes – stepping foot into the wild, wild world of BDSM. What Chanhee doesn’t realize, however, is that Eunjo is a vanilla just like him, and that the two have just embarked on a journey neither of them had asked for. Kinks and crushes, and a whole lot of drama in between!
  
(Source: Lezhin US)
  
 Note: Includes four extra chapters."
147277,All Hail Lady Blanche!,58,2263,Drama|Fantasy|Romance,Mafia:79|Villainess:79|Female Protagonist:79|Primarily Adult Cast:79|Isekai:79|Crime:79|Love Triangle:79|Virtual World:79|Anti-Hero:79|Full Color:73|Heterosexual:60|Revenge:30|Video Games:20,,"To Blanche, everything seemed hopeless. Until she realized it was all a game. One she made, to be exact. Now she has a goal: Become the villain's right-hand man! But wait. Why is she the one saving him...?
  
(Source: POCKET COMICS)"
143512,The Stormy Inn,65,2259,Action|Comedy|Fantasy,Full Color:20|Male Protagonist:20|Wuxia:20,Gi-Rin Jang,"Known simply as “the devil” to his enemies, Zhang Qilin dominated battles for 13 years as commander of the Red Dragon Cavalry. At the end of it all, he wants only one thing: to live an ordinary life. Upon leaving active duty, he heads to the notorious Gold Line Road to purchase The Stormy Inn, which requires serious repair. Qilin assembles a ragtag crew to help him run the place, but with rival inns determined to sabotage him, living an ""ordinary life"" may be more challenging than winning a war!

  (Source: Tapas)"
144626,Long After the Ending,73,2258,Comedy|Romance,Female Protagonist:79|Isekai:79|Full Color:60|Heterosexual:60|Reincarnation:55|Swordplay:20|Matchmaking:20,Hugh Godwin,"Elena Taylor, the former villainess of a romance story, has decided to walk away from the main story and open a Romance Counselling business. As an independent woman trying to find her footing in society with her fledgling venture, she is given the hardest request she’s ever encountered: help the sub-lead of the main plot, Hugh Godwin, debut in High-Society and get married, or get kicked out of the building she lives and works out of! Elena soon realizes that she’s in trouble when she meets Hugh, a burly, muscular bear of a knight who’s been burned by love. Will Elena be able to convince Hugh to find romance and keep her business running? 
 
(Source: WEBTOON)"
121558,Summer Solstice Point,69,2258,Drama|Romance|Slice of Life,Full Color:84|Age Gap:80|Heterosexual:75|Femdom:75|Nudity:60|Female Protagonist:60|Primarily Adult Cast:60|Virginity:60|Marriage:40|Work:20,Seo-Ha Kim,"“I’ve never kissed anyone before… so help me out. Please?” Seo-Ha’s divorce is still fresh in her mind when 20-year-old Ji-Hoo begins working at her café. Ji-Hoo’s unassuming beauty immediately draws her in, and his desire for Seo-Ha burns too bright for her not to notice. Seo-Ha decides it wouldn’t hurt to shake him up a bit… but Ji-Hoo’s not the only one stepping into unfamiliar territory this summer.
  
(Source: Lezhin US)  
 Note: Includes nine extra chaptes."
159443,My Husband Changes Every Night,65,2253,Fantasy|Romance,Marriage:79|Magic:79|Politics:79|Gods:66|Primarily Adult Cast:60|Royal Affairs:60|Religion:60|Environmental:60|Full Color:50|Female Protagonist:50|Heterosexual:50|Long Strip:20|Amnesia:20|Fake Relationship:20,,"Following the death of the World Tree, all that stands between the apocalypse and salvation is the Divine Maiden, prophesied to restore peace and prosperity. But never mind all that. Princess Teriella Rufeon has more pressing issues at hand: her family keeps trying to kill her, she’s got a secret healing power to keep under wraps, and she’s just found out she’s being sent off to marry the infamous tyrant Emperor Rivanfel von Leonharta! But there’s more to Rivanfel than meets the eye, and Teriella discovers she isn’t the only one with a grave secret to hide…
  (Source: WEBTOONS)"
